"IRWIN 16-oz Smooth Face Steel Head Fiberglass Framing Hammer","IRWIN","16-oz","Smooth","Face","Steel","Head","Fiberglass","Framing","Hammer"
"Harbor Breeze Mazon 44-in Indoor Flush Mount Ceiling Fan with Light Kit and Remote 3-Blade","Harbor","Breeze","Mazon","44-in","Indoor","Flush","Mount","Ceiling","Fan","with","Light","Kit","and","Remote","3-Blade"
"Harbor Breeze Armitage 52-in LED Indoor Flush Mount Ceiling Fan with Light Kit 5-Blade","Harbor","Breeze","Armitage","52-in","LED","Indoor","Flush","Mount","Ceiling","Fan","with","Light","Kit","5-Blade"
"Harbor Breeze Armitage 42-in LED Indoor Flush Mount Ceiling Fan with Light Kit 4-Blade","Harbor","Breeze","Armitage","42-in","LED","Indoor","Flush","Mount","Ceiling","Fan","with","Light","Kit","4-Blade"
"Valspar Stormcoat Semi-gloss White Latex Exterior Paint Actual Net Contents 640-fl oz","Valspar","Stormcoat","Semi-gloss","White","Latex","Exterior","Paint","Actual","Net","Contents","640-fl","oz"
"Valspar Semi-gloss Perfect White Latex Exterior Paint Actual Net Contents 128-fl oz","Valspar","Semi-gloss","Perfect","White","Latex","Exterior","Paint","Actual","Net","Contents","128-fl","oz"
"HGTV HOME by Sherwin-Williams Weathershield Semi-gloss Exterior Paint Actual Net Contents 620-fl oz","HGTV","HOME","by","Sherwin-Williams","Weathershield","Semi-gloss","Exterior","Paint","Actual","Net","Contents","620-fl","oz"
"CRAFTSMAN M110 140-cc 21-in Gas Push Lawn Mower with Briggs & Stratton Engine","CRAFTSMAN","M110","140-cc","21-in","Gas","Push","Lawn","Mower","with","Briggs","&","Stratton","Engine"
"Kobalt 40-volt Brushless Lithium Ion 20-in Cordless Electric Lawn Mower Battery Included","Kobalt","40-volt","Brushless","Lithium","Ion","20-in","Cordless","Electric","Lawn","Mower","Battery","Included"
"Husqvarna LC221A 163-cc 21-in Self-propelled Gas Lawn Mower with Briggs & Stratton Engine","Husqvarna","LC221A","163-cc","21-in","Self-propelled","Gas","Lawn","Mower","with","Briggs","&","Stratton","Engine"
"Premium 2-cu ft Black Hardwood Mulch","Premium","2-cu","ft","Black","Hardwood","Mulch"
"Rubberific 0.8-cu ft Dark Brown Rubber Mulch","Rubberific","0.8-cu","ft","Dark","Brown","Rubber","Mulch"
"Premium 2-cu ft Dark Brown Hardwood Mulch","Premium","2-cu","ft","Dark","Brown","Hardwood","Mulch"
"BLACK+DECKER 6.5-Amp 14-in Corded Electric String Trimmer","BLACK+DECKER","6.5-Amp","14-in","Corded","Electric","String","Trimmer"
"CRAFTSMAN V20 20-volt Max 13-in Straight Cordless String Trimmer with Edger Capability Battery Included","CRAFTSMAN","V20","20-volt","Max","13-in","Straight","Cordless","String","Trimmer","with","Edger","Capability","Battery","Included"
"Greenworks 10-Amp 18-in Corded Electric String Trimmer with Attachment Capability","Greenworks","10-Amp","18-in","Corded","Electric","String","Trimmer","with","Attachment","Capability"
"Kraus Handmade 32-in x 19-in Stainless Steel Single-Basin Undermount Commercial/Residential Kitchen Sink","Kraus","Handmade","32-in","x","19-in","Stainless","Steel","Single-Basin","Undermount","Commercial/Residential","Kitchen","Sink"
"Moen Kelsa 22-in x 33-in Stainless Steel Double-Basin Drop-in or Undermount 2-Hole Residential Kitchen Sink All-in-one Kit","Moen","Kelsa","22-in","x","33-in","Stainless","Steel","Double-Basin","Drop-in","or","Undermount","2-Hole","Residential","Kitchen","Sink","All-in-one","Kit"
"Franke Primo 33-in x 22-in Graphite Double-Basin Drop-in or Undermount 4-Hole Commercial/Residential Kitchen Sink","Franke","Primo","33-in","x","22-in","Graphite","Double-Basin","Drop-in","or","Undermount","4-Hole","Commercial/Residential","Kitchen","Sink"
"Garden Treasures Pelham Bay Rectangle Extendable Dining Table 61-in W x 37-in L","Garden","Treasures","Pelham","Bay","Rectangle","Extendable","Dining","Table","61-in","W","x","37-in","L"
